,IDN,ISBN,year,author,language,original language,title,uniform title,publisher,country
6943,990046346820603338,9785905876875,2014,"Nöstlinger, Christine",rus,ger,Rasskazy pro Franca i školu,Schulgeschichten vom Franz,Moskva,XA-RU
6944,990049383820603338,9785000832066,2015,"Nöstlinger, Christine",rus,ger,Rasskazy pro Franca i sobaku,Hundegeschichten vom Franz,Moskva,XA-RU
6945,990051022340603338,9785000833599,2017,"Nöstlinger, Christine",rus,ger,Rasskazy pro Franca i televizor,Fernsehgeschichten vom Franz,Moskva,XA-RU
6946,990051022320603338,fail,2013-2017,"Nöstlinger, Christine",rus,ger,Rasskazy pro Franca,Geschichten vom Franz,Moskva,XA-RU
6947,990046346900603338,9785905876431,2013,"Nöstlinger, Christine",rus,ger,Rasskazy pro Franca,Geschichten vom Franz,Moskva,XA-RU
6948,9958497366503338,9785000833803,[2017],"Nöstlinger, Christine",rus,ger,Rasskazy pro Franca-detektiva,Detektivgeschichten vom Franz,Moskva,XA-RU
6958,990049779870603338,9781503934504,2016,"Kreslehner, Gabi",eng,ger,Raven sisters,Rabenschwestern,Seattle,XD-US
6960,9958513788103338,9788740606164,[2016],"Bansch, Helga",dan,ger,Ravnen Rosa,<<Die>> Rabenrosa,[Århus],XA-DK
6961,990046341570603338,9789545275463,2013,"Andrić, Ivo",bul,scr,Razkaz za slona na vezira,Priča o vezirovom slonu,Sofija,XA-BG
6962,990046341530603338,9789542810209,2011,"Andrić, Ivo",bul,scr,Razkazi za osobnjacite i malkite chora,fail,Sofija,XA-BG
6963,9958564958503338,9788807033384,aprile 2019,"Kehlmann, Daniel",ita,ger,"<<Il>> re, il cuoco e il buffone",Tyll,Milano,XA-IT
6973,990050753980603338,9783499273193,Dezember 2017,"Wray, John",ger,eng,<<Die>> rechte Hand des Schlafes,<<The>> right hand of sleep,Reinbek bei Hamburg,XA-DE
6976,9959008909203338,9782851819154,2017,"Bernhard, Thomas",fre,ger,<<Le>> Réformateur,<<Der>> Weltverbesserer,Paris,XA-FR
6978,9958491276903338,9788807031113,novembre 2014,"Glattauer, Daniel",ita,ger,<<Un>> regalo che non ti aspetti,Geschenkt,Milano,XA-IT
6979,9958566972003338,9788466341196,julio de 2017,"Glattauer, Daniel",spa,ger,<<Un>> regalo que no esperabas,Geschenkt,[Barcelona],XA-ES
6980,990049798220603338,9788420412238,noviembre de 2015,"Glattauer, Daniel",spa,ger,<<Un>> regalo que no esperabas,Geschenkt,Madrid,XA-ES
6981,9959014410303338,9788419135100,octubre 2022,"Wolfsgruber, Linda",spa,ger,<<El>> regalo rojo,<<Das>> rote Paket,"Madrid, España",XA-ES
6982,9958828267903338,9783899195781,[2020],"Kafka, Franz",fre,ger,Regard,Betrachtung,[Haselbach],XA-DE-BY
6991,990038043710603338,9788661730023,2010,"Jelinek, Elfriede",srp,ger,Rehnic,Rechnitz,Beograd,XA-SP
6992,990047201300603338,9788574064390,2010,fail,por,ger,<<O>> rei e o mar,fail,São Paulo,XD-BR
7003,9958853550703338,9781913097448,2021,"Jelinek, Elfriede",eng,ger,Rein gold,Rein Gold,"London, Great Britain",XA-GB
7004,9958499268003338,9789020414424,[augustus 2017],"Zweig, Stefan",dut,ger,Reis naar het verleden,Widerstand der Wirklichkeit,Amsterdam,XA-NL
7009,990037882200603338,9783423191326,2011,"Szerb, Antal",ger,hun,Reise im Mondlicht,Utas és holdvilág,München,XA-DE
7012,990057714220603338,9783038200420,[2017],"Bail, Murray",ger,eng,<<Die>> Reise,<<The>> voyage,Zürich,XA-CH
7013,990037884180603338,9783882215526,2012,"Fejtö, François",ger,hun,Reise nach Gestern,fail,Berlin,XA-DE
7020,9958585179903338,9788494970207,[2019],"Celan, Paul",spa,ger,Reixes de llengua,Sprachgitter,[Barcelona],XA-ES
7021,9958555370903338,9788799995554,[2019],"Mayröcker, Friederike",dan,ger,Rejse gennem natten,Reise durch die Nacht,[Fredensborg],XA-DK
7022,990042342340603338,9789606715860,2010,"Rilke, Rainer Maria",gre,ger,Rekbiem gia mia philē kai gia ton Bolph Gkraph phon Kάlkroït,fail,Athēna,XA-GR
7023,9958541879603338,9785778405110,2018,"Zauner, Friedrich Ch.",rus,ger,Rekviem,"Als er anklopfte, mit seiner Knochenhand",Moskva,XA-RU
7024,990045973900603338,9788415689652,2013,"Doderer, Heimito <<von>>",spa,ger,Relatos breves y microrrelatos,Kurz- und Kürzestgeschichten,Barcelona,XA-ES
7025,990048047230603338,9789500398763,2013,"Kafka, Franz",spa,ger,Relatos completos,fail,Buenos Aires,XD-AR
7029,990036563470603338,9783442740482,2010,"Tallis, Frank",ger,eng,Rendezvous mit dem Tod,Deadly communion,München,XA-DE-BY
7030,990049571260603338,9789523392861,2016,"Salten, Felix",fin,ger,Renni pelastaa!,Renni der Retter,Helsinki,XA-FI
7031,9958507280303338,9788491810285,2018,"Handke, Peter",spa,ger,<<La>> repetición,<<Die>> Wiederholung,Madrid,XA-ES
7032,9958837251403338,9781250767271,February 2020,"Handke, Peter",eng,ger,Repetition,<<Die>> Wiederholung,New York,XD-US
7033,9958799874303338,9780241457689,2020,"Handke, Peter",eng,ger,Repetition,<<Die>> Wiederholung,London,XA-GB
7034,9958933200103338,9782847051926,[2019],"Schrefel, Magdalena",fre,ger,<<Le>> repli du paysage,<<Die>> Bergung der Landschaft,Les Matelles,XA-FR
7036,9958490855003338,9780857425072,2018,"Mayröcker, Friederike",eng,ger,Requiem for Ernst Jandl,fail,London,XA-GB
7041,990037430370603338,9782355360473,2011,"Steinfest, Heinrich",fre,ger,Requins d'eau douce,Nervöse Fische,Paris,XA-FR
7042,990046364810603338,9782070444915,2013,"Steinfest, Heinrich",fre,ger,Requins d'eau douce,Nervöse Fische,[Paris],XA-FR
7044,9958941303003338,9781803090672,2022,"Bernhard, Thomas",eng,ger,<<The>> rest is slander,fail,London,XA-GB
7046,990050281060603338,9788498415643,2011,"Haas, Wolf",spa,ger,<<La>> resurección de los muertos,Auferstehung der Toten,Madrid,XA-ES
7053,990038256640603338,9782213638546,2011,"Schneider, Robert",fre,ger,<<La>> révélation,<<Die>> Offenbarung,Paris,XA-FR
7054,9958800276503338,9791034902972 (br),[2019],"Lothar, Ernst",fre,ger,Revenir à Vienne,<<Die>> Rückkehr,Paris,XA-FR
7060,9958859855203338,9789525850949,[2019],"Handke, Peter",fin,ger,Riisuttu epäonni,Wunschloses Unglück,[Helsinki],XA-FI
7061,990050233750603338,9789021455013,2014,"Jelinek, Elfriede",dut,ger,Rijngoud,Rein Gold,Amsterdam,XA-NL
7062,9958566971803338,9788075930521,[2019],"Flašar, Milena Michiko",cze,ger,Říkal jsem mu Kravata,Ich nannte ihn Krawatte,Praha,XA-CZ
7065,9958859855603338,9788823527256,[2021],"Handke, Peter",ita,ger,<<La>> ripetizione,<<Die>> Wiederholung,Milano,XA-IT
7070,9958837258203338,9783905804904,[2018],"ʿAbūd, Ḥamad",ara,ara,<<Der>> Ritter der Schlüssel,Fāris al-māfātīḥ,"Basel, Switzerland",XA-CH
7077,9959017482503338,9788822907332,[2021],"Bernhard, Thomas",ita,ger,"Ritter, Dene, Voss","Ritter, Dene, Voss",Macerata,XA-IT
7078,9958808172803338,9789605863326,Oktōbrios 2020,"Bernhard, Thomas",ger,ger,"Ritter, Ntene, Phos","Ritter, Dene, Voss",Athēna,XA-GR
7084,990051017530603338,9788508151325,2017,"Brezina, Thomas",por,ger,<<Os>> robôs medievais,<<Die>> Ritter-Robots,"São Paulo, SP",XD-BR
7086,9958496376803338,9789941908019,2012,"Mitgutsch, Anna",geo,ger,Roc̕a dabrundebi,Wenn du wiederkommst,T̕bilisi,XB-GE
7087,990042802770603338,9781908968319,2012,"Stifter, Adalbert",eng,ger,Rock crystal,Bergkristall,London,fail
7092,9958799960103338,9782330130879,février 2020,"Kehlmann, Daniel",fre,ger,<<Le>> roman de Tyll Ulespiègle,Tyll,Arles,XA-FR
7093,990043091650603338,9781908323101,2013,"Gruber, Sabine",eng,ger,Roman elegy,Stillbach oder Die Sehnsucht,London,XA-GB
7094,9959004505003338,9782957705450,[2023],"Jonke, Gert",fre,ger,Roman géométrique de terroir,Geometrischer Heimatroman,[Broye],XA-FR
7100,990043698910603338,9782070116768,2013,"Zweig, Stefan",fre,ger,"Romans, nouvelles et récits",fail,[Paris],XA-FR
7101,990043390220603338,9782070137589,2013,"Zweig, Stefan",fre,ger,"Romans, nouvelles et récits",fail,[Paris],XA-FR
7103,990049987570603338,9782354133351,[2016],"Zwerger, Lisbeth",fre,eng,Roméo et Juliette,Romeo & Juliet,Paris,XA-FR
7109,9958513753003338,9786197362299,2018,"Winkler, Josef",bul,ger,Ropongi,Roppongi,Sofija,XA-BG
7112,9958933203203338,9786555250565,2021,"Celan, Paul",por,ger,<<A>> rosa de ninguém,<<Die>> Niemandsrose,São Paulo,XD-BR
7115,9958807472503338,9788898519842,[maggio 2020],"Nöstlinger, Christine",ita,ger,"Rosa Riedl, fantasma custode","Rosa Riedl, Schutzgespenst",[Roma],XA-IT
7126,9958864544403338,9789527409022,[2021],"Helfer, Monika",fin,ger,Roskaväkeä,<<Die>> Bagage,Ylöjärvi,XA-FI
7130,9958952911103338,9783895613890,2021,"Jergović, Miljenko",ger,hrv,<<Der>> rote Jaguar,Herkul,Frankfurt am Main,XA-DE-HE
7135,990036736510603338,9781901285116,2010,"Zweig, Stefan",eng,ger,<<The>> royal game,Schachnovelle,London,XA-GB
7138,9959024009503338,9786192620271,2023,"Horváth, Ödön <<von>>",bul,ger,Rožba na našeto vreme,<<Ein>> Kind unserer Zeit,Sofija,XA-BG
7139,990046864430603338,9788072466498,2013,"Becker, Zdenka",cze,ger,Róziny dcery,<<Die>> Töchter der Róza Bukovská,Praha,XA-CZ
7140,9958965095703338,9788395987540,2021,"Rilke, Rainer Maria",pol,ger,"Różo, czysta sprzeczności ...",fail,Pieszyce,XA-PL
7162,9958808172203338,9791091896900,2019,"Rilke, Rainer Maria",fre,ger,Rumeur des âges,Ur-Geräusch,Paris,XA-FR
7167,990045974590603338,9780307475039,2012,"Wallner, Michael",eng,ger,<<The>> Russian affair,<<Die>> russische Affaire,"New York, NY",XD-US
7171,990057717740603338,9788771411546,2013,fail,dan,ger,<<En>> rygsaek fuld af sand,fail,[Århus],XA-DK
7172,990045920000603338,9788080897413,2013,"Brezina, Thomas",slo,ger,Rytiersky turnaj,Wundertrank und Geisterschrank,Bratislava,XA-SK
7173,9958491061303338,9788025334232,2017,"Brezina, Thomas",cze,ger,Rytíř z pravěku,Saurier im Blech-Pyjama,Praha,XA-CZ
7175,990047098880603338,9788025318126,2013,"Brezina, Thomas",cze,ger,Rytířský turnaj,Wundertrank und Geisterschrank,Praha,XA-CZ
7178,990049801160603338,9788806228446,[2016],"Celan, Paul",ita,ger,<<La>> sabbia delle urne,<<Der>> Sand aus den Urnen,Torino,XA-IT
7179,9958495278303338,9789750732072,Ocak 2017,"Zweig, Stefan",tur,ger,Sabırsız yürek,Ungeduld des Herzens,İstanbul,XB-TR
7181,9959032505303338,9788651925934,[2022],"Kafka, Franz",srp,ger,Sabrana dela,fail,Beograd,XA-RS
7182,9959032505203338,9788651925941,[2022],"Kafka, Franz",srp,ger,Sabrana dela,fail,Beograd,XA-RS
7183,9959032505103338,9788651925958,[2022],"Kafka, Franz",srp,ger,Sabrana dela,fail,Beograd,XA-RS
7184,990037892490603338,9789543203123,2010,"Bernhard, Thomas",bul,ger,Săbrani piesi,fail,Sofija,XA-BG
7185,990037892500603338,9789543203130,2010,"Bernhard, Thomas",bul,ger,Săbrani piesi,fail,Sofija,XA-BG
7186,990038947150603338,9789543203444,2010,"Bernhard, Thomas",bul,ger,Săbrani piesi,fail,Sofija,XA-BG
7189,990049511830603338,9785422410057,[2015],"Sacher-Masoch, Leopold <<von>>",rus,ger,Šachinja,<<Ein>> weiblicher Sultan,Moskva,XA-RU
7190,990049060790603338,9786191640263,2013,"Zweig, Stefan",bul,ger,Šachmatna novela,Schachnovelle,Sofija,XA-BG
7192,9958496961803338,9789532362312,"studeni, 2014","Bruckner, Karl",hrv,ger,Sadako hoće živjeti,Sadako will leben,Varaždin,XA-HR
7193,990049592730603338,9789934054693,[2016],"Archer, Ursula",lav,ger,Saeculum,Saeculum,[Riga],XA-LV
7196,990045019930603338,9789172995437,2013,"Poznanski, Ursula",swe,ger,Saeculum,Saeculum,Bromma,XA-SE
7197,990043957140603338,9786071127013,2013,"Poznanski, Ursula",spa,ger,Saeculum,Saeculum,"México, D.F.",XD-MX
7198,990047338840603338,9788025322260,2014,"Poznanski, Ursula",cze,ger,Saeculum,Saeculum,Praha,XA-CZ
7199,990044016570603338,9786053430735,2013,"Poznanski, Ursula",tur,ger,Saeculum,Saeculum,İstanbul,XB-TR
7200,990044522210603338,9789047704836,2012,"Poznanski, Ursula",dut,ger,Saeculum,Saeculum,Rotterdam,XA-NL
7206,990045604770603338,9788025317488,2013,"Brezina, Thomas",cze,ger,Safari v ohrožení,<<Die>> Monster-Safari,Praha,XA-CZ
7212,990048032870603338,9788823508118,2014,"Handke, Peter",ita,ger,Saggio sul luogo tranquillo,Versuch über den stillen Ort,Parma,XA-IT
7214,990049801060603338,9784779304651,2015-nen 7-gatsu 1-ka,"Grieser, Dietmar",jpn,ger,Saigo no koi,<<Das>> späte Glück,Tōkyōto,XB-JP
7215,990049013230603338,9781782271680,2016,"Perutz, Leo",eng,ger,Saint Peter's snow,St. Petri-Schnee,London,XA-GB
7216,9958562469103338,9789632275680,[2018],"Zweig, Stefan",hun,ger,Sakknovella,Schachnovelle,[Budapest],XA-HU
7217,990049197760603338,9786054603312,Ocak 2013,"Nöstlinger, Christine",tur,ger,Saklı miras,Spürnase Jakob-Nachbarkind,İstanbul,XB-TR
7218,990047585360603338,9788683495344,2012,"Trojanow, Ilija",srp,ger,Sakupljač svetova,<<Der>> Weltensammler,Beograd,XA-RS
7243,9958874046703338,9789940361402,2020,fail,srp,ger,Sám mrmor sam,fail,Cetinje,XA-ME
7244,9958493249503338,9789172998896,[2017],"Poznanski, Ursula",swe,ger,Sammansvärjningen,<<Die>> Verschworenen,[Bromma],XA-SE
7245,990049809810603338,9789172997295,2015,"Poznanski, Ursula",swe,ger,Sammansvärjningen,<<Die>> Verschworenen,Bromma,XA-SE
7247,9958493261703338,9785917595672,2017,"Nöstlinger, Christine",rus,ger,Samo soboj i voobšče,Sowieso und überhaupt,Moskva,XA-RU
7248,9958545972103338,9786197392302,2019,"Mayröcker, Friederike",bul,ger,Samo žestoko sedja,Ich sitze nur grausam da,Sofija,XA-BG
7249,990050835610603338,9788025331446,2017,"Brezina, Thomas",cze,ger,Samurajův meč,<<Das>> Schwert des Samurai,Praha,XA-CZ
7252,990037393400603338,9783446208902,2011,"Schulz, Bruno",ger,pol,<<Das>> Sanatorium zur Sanduhr,Sanatorium pod klepsydrą,München,XA-DE
7253,990042365170603338,9783423142069,2013,"Schulz, Bruno",ger,pol,<<Das>> Sanatorium zur Sanduhr,Sanatorium pod klepsydrą,München,XA-DE
7260,990046995580603338,9788770906616,2011,fail,dan,ger,Sara Sludrechatol,fail,[Århus],XA-DK
7262,9958864542003338,9783747201077,[2020],"McClanahan, Scott",ger,eng,Sarah,<<The>> Sarah book,Cadolzburg,XA-DE-BY
7263,990050091900603338,9789934007972,[2014],"Glattauer, Daniel",lav,ger,Sargies ziemeļvēj@,Gut gegen Nordwind,Rīgā,XA-LV
7264,990050233740603338,9784861825323,2015-nen 5-gatsu 25-ka,"Geiger, Arno",jpn,ger,Sarī no subete,Alles über Sally,Tōkyōto,XB-JP
7267,9958599175403338,9786197362596,2019,"Vögel, Stefan",bul,ger,Sǎšto kakto predi,Genau wie früher,Sofia,XA-BG
7269,9958497154203338,9786059691802,Aralık 2016,"Kafka, Franz",tur,ger,Şato,<<Das>> Schloss,İstanbul,XB-TR
7270,9958126300603338,9786054927135,Haziran 2017,"Zweig, Stefan",tur,ger,Satranç,Schachnovelle,İstanbul,XB-TR
7271,9958573654303338,9786051415598,temmuz 2018,"Zweig, Stefan",tur,ger,Satranç,Schachnovelle,"Cağaloğlu, İstanbul",XB-TR
7272,9958558924103338,9786053606116,2019,"Zweig, Stefan",tur,ger,Satranç,Schachnovelle,İstanbul,XB-TR
7273,9958513872003338,9789997315625,[2018],"Zweig, Stefan",mon,ger,Šatryn tuuž,Schachnovelle,Ulaanbaatar,XB-MN
7284,9959031196903338,9781803092584,2023,"Bernhard, Thomas",eng,ger,Save yourself if you can,<<Der>> Ignorant und der Wahnsinnige,London,XA-GB
7285,990050859770603338,9788492821686,2014,"Mayröcker, Friederike",spa,ger,Scardanelli,fail,"Benalmádena, Málaga",XA-ES
7286,990050859840603338,9782374280035,mars 2017,"Mayröcker, Friederike",fre,ger,Scardanelli,Scardanelli,Saint-Quentin-de-Caplong,XA-FR
7287,990038950140603338,9789172472754,2011,"Mayröcker, Friederike",swe,ger,Scardanelli,Scardanelli,Lund,XA-SE
7290,9958820874503338,fail,2019-,"Kaiblinger, Sonja",spa,ger,Scary Harry,Scary Harry,Zaragoza,XA-ES
7294,9958602673003338,9788810567821,[2018],"Rilke, Rainer Maria",ita,ger,<<Una>> scena nel ghetto di Venezia,<<Eine>> Szene aus dem Ghetto von Venedig,Bologna,XA-IT
7295,9958496969203338,9789025308056,[2017],"Zweig, Stefan",dut,ger,Schaaknovelle,Schachnovelle,Amsterdam,XA-NL
7296,9958819780003338,9789028210561,maart 2020,"Zweig, Stefan",dut,ger,Schaaknovelle,Schachnovelle,Amsterdam,XA-NL
7297,9959085091403338,9783627003180,2024,"Toussaint, Jean-Philippe",ger,fre,<<Das>> Schachbrett,<<L'>>échiquier,Frankfurt am Main,XA-DE-HE
7299,990046342900603338,9783943052626,2014,"Zweig, Stefan",ger,ger,Schachnovelle,fail,Neckarsteinach,XA-DE
7300,990049397480603338,9783868739657,[2016],"Humeau, Thomas",ger,fre,<<Die>> Schachnovelle,<<Le>> joueur d'échecs,München,XA-DE
7372,9958269977303338,9783863561895,2018,"Christi, Aura",ger,rum,Schmucklose Gärten,Grădini austere,Ludwigsburg,XA-DE-BW
7467,990038072270603338,9783492054638,2011,"Márai, Sándor",ger,hun,<<Die>> Schwester,<<A>> nóvér,München [u.a.],XA-DE-BY
7471,9959063006403338,9788367515504,2023,"Haushofer, Marlen",pol,ger,Ściana,<<Die>> Wand,Warszawa,XA-PL
7472,990050268630603338,9789738824331,[2012],"Rilke, Rainer Maria",rum,ger,Scrisori către un tânăr poet,Briefe an einen jungen Dichter,Bucureşti,XA-RO
7474,9959094889003338,9786067106879,2019,"Handke, Peter",rum,ger,Scurtă scrisoare pentru o lungă despărţire,<<Der>> kurze Brief zum langen Abschied,Bucureşti,XA-RO
7475,9958513752403338,9786197362312,2018,"Rudoll, Ronald",bul,ger,Seansăt,<<Die>> Seance,Sofija,XA-BG
7476,990048652420603338,9785917632575,2015,"Trakl, Georg",rus,ger,Sebast'jan vo sne,Sebastian im Traum,Moskva,XA-RU
7477,9958807250803338,9788252198942,2019,"Trakl, Georg",nor,ger,Sebastian i draum,Sebastian  im Traum,Oslo,XA-NO
7478,990049075170603338,9788763841283,2015,"Trakl, Georg",dan,ger,Sebastian i drømme,Sebastian im Traum,København,XA-DK
7480,9958505676203338,9791030901320,2018,"Trakl, Georg",fre,ger,Sébastien en rêve et autres poèmes,fail,Paris,XA-FR
7486,9958508770103338,9786052971208,2018,"Kafka, Franz",tur,ger,Seçme Eserleri,fail,Istanbul,XB-TR
7487,9958545566903338,9781609454722,[2018],"Beer, Alex",eng,ger,<<The>> second rider,<<Der>> zweite Reiter,"New York, N.Y.",XD-US
7488,990038388540603338,9788845925580,2011,"Roth, Joseph",ita,ger,<<Il>> secondo amore,<<Die>> zweite Liebe,Milano,XA-IT
7489,9958541276403338,9788866329749,[2018],"Beer, Alex",ita,ger,<<Il>> secondo cavaliere,<<Der>> zweite Reiter,Roma,XA-IT
7490,9958601364203338,9791094912645,2019,"Weiser, Franz",fre,ger,<<Le>> secret d'Alexis,Alfreds Geheimnis,Allaire,XA-FR
7496,9958536774303338,9782228922289,[2018],"Zweig, Stefan",fre,ger,Secrets et passions,fail,Paris,XA-FR
7497,9958910720503338,9788024278810,2022,"Poznanski, Ursula",cze,ger,Šedá jako popel,Grau wie Asche,Praha,XA-CZ
7498,9958957703903338,9789533400921,2020,"Henisch, Peter",hrv,ger,Sedam i pol života,Siebeneinhalb Leben,Zagreb,XA-HR
7499,990045667410603338,978.8677200992,2013,"Ibbotson, Eva",srp,eng,"Sedam veštica, jedna venčanica",Which witch?,Beograd,XA-SP
7500,990049812460603338,9789542915621,2014,"Turrini, Peter",bul,ger,Sedem sekundi večnost,Sieben Sekunden Ewigkeit,Sofija,XA-BG
7501,9958512651003338,9788661011429,2017,"Trakl, Georg",srp,ger,Sedmopev smrti,fail,Niš,XA-RS
7512,9958947493903338,9788413627687,[2022],"Handke, Peter",cat,ger,<<La>> segona espasa,<<Das>> zweite Schwert,Madrid,XA-ES
7513,990047095920603338,9788025321157,2014,"Brezina, Thomas",cze,ger,"Ségra, prober se!",<<Ein>> Hund muss her!,Praha,XA-CZ
7515,990048047400603338,9789896413910,2014,"Zweig, Stefan",por,ger,Segredo Ardente,Brennendes Geheimnis,Lisboa,XA-PT
7516,990037890040603338,9788025311929,2011,"Brezina, Thomas",cze,ger,Ségry a hromada malérů,fail,Praha,XA-CZ
7517,990027336250603338,9788025309940,2010,"Brezina, Thomas",cze,ger,Ségry a potrhlá sestřenice,fail,Praha,XA-CZ
7524,9958492064003338,9784488010690,2017nen 6gatsu 16nichi,"Raab, Thomas",jpn,ger,Seijaku,Still,Tōkyō,XB-JP
7526,990050770640603338,9784152095794,2015-nen 11-gatsu 25-ka,"Trojanow, Ilija",jpn,ger,Sekai shūshūka,<<Der>> Weltensammler,Tōkyōto,XB-JP
7532,9959009077403338,9781250800121,2021,"Wondratschek, Wolf",eng,ger,Self-portrait with Russian piano,Selbstbild mit russischem Klavier,New York,XD-US
7533,990043553100603338,9789871556526,2011,"Kappacher, Walter",spa,ger,Selina o la otra vida,Selina oder Das andere Leben,Buenos Aires,XA-ES
7540,9958837251903338,9789100182090,[2020],"Celan, Paul",swe,ger,<<Det>> sena verket,fail,[Stockholm],XA-SE
7541,990049215910603338,9788494100260,[2014],"Zweig, Stefan",spa,ger,Sendas equívocas,fail,Valencina de la Concepción (Sevilla),XA-ES
7542,990037865980603338,9788493655006,2008,"Stifter, Adalbert",spa,ger,<<El>> sendero en el bosque,<<Der>> Waldsteig,Madrid,XA-ES
7543,990038392370603338,9788498414264,2011,"Bachmann, Ingeborg",spa,ger,<<Tres>> senderos hacia el lago,Drei Wege zum See,Madrid,XA-ES
7545,9958573443103338,9788680940021,[2018],"Jelinek, Elfriede",srp,ger,Senka (Euridika govori),Schatten (Eurydike sagt),Beograd,XA-RS
7546,990048048790603338,9786077661559,2013,"Roher, Michael",spa,ger,Señor Lavendel,Herr Lavendel,México,XD-MX
7547,990044100130603338,9788492728107,2010,"Schnitzler, Arthur",spa,ger,<<La>> señora Berta Garlan,Berta Garlan,Barcelona,XA-ES
7549,990048889510603338,9780857053589,2016,"Gstrein, Norbert",eng,ger,<<A>> sense of the beginning,fail,London,XA-GB
7550,9958882335003338,9789493186040,[2020],"Mayröcker, Friederike",dut,ger,Sensorium etc.,fail,[Bleiswijk],XA-NL
7551,9958493249903338,9788869800252,agosto 2017,"Gruber, Andreas",ita,ger,Sentenza di morte,Todesurteil,Milano,XA-IT
7552,990050060270603338,9788830444201,[2016],"Gruber, Andreas",ita,ger,Sentenza di morte,Todesurteil,Milano,XA-IT
7553,9958504570703338,9791091896658,2017,"Stifter, Adalbert",fre,ger,<<Le>> sentier dans la montagne,fail,Paris,XA-FR
7554,9958545566103338,9788932912325,2018 nyeon 4 wol 20 il,"Kafka, Franz",kor,ger,Seong,<<Das>> Schloss,Pa ju si,XB-KR
